instant,dteday,season,year,month,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual_x,registered_x,count_x,status,casual_y,registered_y,count_y,day_type
604,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,Active,1483,3772,5255,Weekday
605,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Selasa,Hari Kerja,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,Active,989,5928,6917,Weekday
606,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Rabu,Hari Kerja,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,Active,935,6105,7040,Weekday
607,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Kamis,Hari Kerja,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,Active,1177,6520,7697,Weekday
608,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Jumat,Hari Kerja,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,Active,1172,6541,7713,Weekday
609,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,Active,1433,5917,7350,Weekday
610,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,Active,2352,3788,6140,Weekend
611,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,Active,2613,3197,5810,Weekend
612,2012-09-01,Musim Gugur,1,9,Hari Libur,Selasa,Bukan Hari Kerja,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,Active,1965,4069,6034,Weekend
613,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Rabu,Hari Kerja,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,Active,867,5997,6864,Weekend
614,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Kamis,Hari Kerja,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,Active,832,6280,7112,Weekend
615,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Jumat,Hari Kerja,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,Active,611,5592,6203,Weekend
616,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,Active,1045,6459,7504,Weekend
617,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,Active,1557,4419,5976,Weekend
618,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,Active,2570,5657,8227,Weekend
619,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Selasa,Hari Kerja,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,Active,1118,6407,7525,Weekend
620,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Rabu,Hari Kerja,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,Active,1070,6697,7767,Weekend
621,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Kamis,Hari Kerja,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,Active,1050,6820,7870,Weekend
622,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Jumat,Hari Kerja,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,Active,1054,6750,7804,Weekend
623,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,Active,1379,6630,8009,Weekend
624,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,Active,3160,5554,8714,Weekend
625,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,Active,2166,5167,7333,Weekend
626,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Selasa,Hari Kerja,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,Active,1022,5847,6869,Weekend
627,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Rabu,Hari Kerja,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,Active,371,3702,4073,Weekend
628,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Kamis,Hari Kerja,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,Active,788,6803,7591,Weekend
629,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Jumat,Hari Kerja,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,Active,939,6781,7720,Weekend
630,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,Active,1250,6917,8167,Weekend
631,2012-09-01,Musim Gugur,1,9,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,Active,2512,5883,8395,Weekend
632,2012-09-01,Musim Dingin,1,9,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Active,2454,5453,7907,Weekend
633,2012-09-01,Musim Dingin,1,9,Bukan Hari Libur,Selasa,Hari Kerja,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Active,1001,6435,7436,Weekend
634,2012-09-01,Musim Dingin,1,9,Bukan Hari Libur,Rabu,Hari Kerja,1,0.55,0.544179,0.57,0.236321,845,6693,7538,Active,845,6693,7538,Weekend
635,2012-09-01,Musim Dingin,1,9,Bukan Hari Libur,Kamis,Hari Kerja,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Active,787,6946,7733,Weekend
636,2012-09-01,Musim Dingin,1,9,Bukan Hari Libur,Jumat,Hari Kerja,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Active,751,6642,7393,Weekend
637,2012-09-01,Musim Dingin,1,9,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Active,1045,6370,7415,Weekend
638,2012-09-01,Musim Dingin,1,9,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Active,2589,5966,8555,Weekend
639,2012-09-01,Musim Dingin,1,9,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Active,2015,4874,6889,Weekend
640,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Selasa,Hari Kerja,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Active,763,6015,6778,Weekday
641,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Rabu,Hari Kerja,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,Active,315,4324,4639,Weekday
642,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Kamis,Hari Kerja,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,Active,728,6844,7572,Weekday
643,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Jumat,Hari Kerja,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,Active,891,6437,7328,Weekday
644,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,Active,1516,6640,8156,Weekday
645,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,Active,3031,4934,7965,Weekday
646,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,Active,781,2729,3510,Weekday
647,2012-10-01,Musim Dingin,1,10,Hari Libur,Selasa,Bukan Hari Kerja,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,Active,874,4604,5478,Weekday
648,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Rabu,Hari Kerja,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,Active,601,5791,6392,Weekday
649,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Kamis,Hari Kerja,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,Active,780,6911,7691,Weekday
650,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Jumat,Hari Kerja,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,Active,834,6736,7570,Weekday
651,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,Active,1060,6222,7282,Weekday
652,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,Active,2252,4857,7109,Weekday
653,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,Active,2080,4559,6639,Weekday
654,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Selasa,Hari Kerja,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,Active,760,5115,5875,Weekday
655,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Rabu,Hari Kerja,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,Active,922,6612,7534,Weekday
656,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Kamis,Hari Kerja,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,Active,979,6482,7461,Weekday
657,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Jumat,Hari Kerja,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,Active,1008,6501,7509,Weekday
658,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,Active,753,4671,5424,Weekday
659,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,Active,2806,5284,8090,Weekday
660,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,Active,2132,4692,6824,Weekday
661,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Selasa,Hari Kerja,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,Active,830,6228,7058,Weekday
662,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Rabu,Hari Kerja,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,Active,841,6625,7466,Weekday
663,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Kamis,Hari Kerja,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,Active,795,6898,7693,Weekday
664,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Jumat,Hari Kerja,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,Active,875,6484,7359,Weekday
665,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,Active,1182,6262,7444,Weekday
666,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,Active,2643,5209,7852,Weekday
667,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,Active,998,3461,4459,Weekday
668,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Selasa,Hari Kerja,3,0.44,0.4394,0.88,0.3582,2,20,22,Active,2,20,22,Weekday
669,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Rabu,Hari Kerja,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,Active,87,1009,1096,Weekday
670,2012-10-01,Musim Dingin,1,10,Bukan Hari Libur,Kamis,Hari Kerja,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,Active,419,5147,5566,Weekday
671,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Jumat,Hari Kerja,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,Active,466,5520,5986,Weekday
672,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,Active,618,5229,5847,Weekday
673,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,Active,1029,4109,5138,Weekday
674,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,Active,1201,3906,5107,Weekday
675,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Selasa,Hari Kerja,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,Active,378,4881,5259,Weekday
676,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Rabu,Hari Kerja,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,Active,466,5220,5686,Weekday
677,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Kamis,Hari Kerja,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,Active,326,4709,5035,Weekday
678,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Jumat,Hari Kerja,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,Active,340,4975,5315,Weekday
679,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,Active,709,5283,5992,Weekday
680,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,Active,2090,4446,6536,Weekday
681,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,Active,2290,4562,6852,Weekday
682,2012-11-01,Musim Dingin,1,11,Hari Libur,Selasa,Bukan Hari Kerja,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,Active,1097,5172,6269,Weekday
683,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Rabu,Hari Kerja,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,Active,327,3767,4094,Weekday
684,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Kamis,Hari Kerja,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,Active,373,5122,5495,Weekday
685,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Jumat,Hari Kerja,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,Active,320,5125,5445,Weekday
686,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,Active,484,5214,5698,Weekday
687,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,Active,1313,4316,5629,Weekday
688,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,Active,922,3747,4669,Weekday
689,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Selasa,Hari Kerja,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,Active,449,5050,5499,Weekday
690,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Rabu,Hari Kerja,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,Active,534,5100,5634,Weekday
691,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Kamis,Hari Kerja,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,Active,615,4531,5146,Weekday
692,2012-11-01,Musim Dingin,1,11,Hari Libur,Jumat,Bukan Hari Kerja,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,Active,955,1470,2425,Weekday
693,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,Active,1603,2307,3910,Weekday
694,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,Active,532,1745,2277,Weekday
695,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,Active,309,2115,2424,Weekday
696,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Selasa,Hari Kerja,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,Active,337,4750,5087,Weekday
697,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Rabu,Hari Kerja,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,Active,123,3836,3959,Weekday
698,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Kamis,Hari Kerja,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,Active,198,5062,5260,Weekday
699,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Jumat,Hari Kerja,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,Active,243,5080,5323,Weekday
700,2012-11-01,Musim Dingin,1,11,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,Active,362,5306,5668,Weekday
701,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,Active,951,4240,5191,Weekend
702,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,Active,892,3757,4649,Weekend
703,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Selasa,Hari Kerja,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,Active,555,5679,6234,Weekend
704,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Rabu,Hari Kerja,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,Active,551,6055,6606,Weekend
705,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Kamis,Hari Kerja,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,Active,331,5398,5729,Weekend
706,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Jumat,Hari Kerja,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,Active,340,5035,5375,Weekend
707,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,Active,349,4659,5008,Weekend
708,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,Active,1153,4429,5582,Weekend
709,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,Active,441,2787,3228,Weekend
710,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Selasa,Hari Kerja,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,Active,329,4841,5170,Weekend
711,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Rabu,Hari Kerja,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,Active,282,5219,5501,Weekend
712,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Kamis,Hari Kerja,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,Active,310,5009,5319,Weekend
713,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Jumat,Hari Kerja,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,Active,425,5107,5532,Weekend
714,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,Active,429,5182,5611,Weekend
715,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,Active,767,4280,5047,Weekend
716,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,Active,538,3248,3786,Weekend
717,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Selasa,Hari Kerja,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,Active,212,4373,4585,Weekend
718,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Rabu,Hari Kerja,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,Active,433,5124,5557,Weekend
719,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Kamis,Hari Kerja,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,Active,333,4934,5267,Weekend
720,2012-12-01,Musim Dingin,1,12,Bukan Hari Libur,Jumat,Hari Kerja,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,Active,314,3814,4128,Weekend
721,2012-12-01,Musim Semi,1,12,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,Active,221,3402,3623,Weekend
722,2012-12-01,Musim Semi,1,12,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,Active,205,1544,1749,Weekend
723,2012-12-01,Musim Semi,1,12,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,Active,408,1379,1787,Weekend
724,2012-12-01,Musim Semi,1,12,Bukan Hari Libur,Selasa,Hari Kerja,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,Active,174,746,920,Weekend
725,2012-12-01,Musim Semi,1,12,Hari Libur,Rabu,Bukan Hari Kerja,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,Active,440,573,1013,Weekend
726,2012-12-01,Musim Semi,1,12,Bukan Hari Libur,Kamis,Hari Kerja,3,0.243333,0.220333,0.823333,0.316546,9,432,441,Active,9,432,441,Weekend
727,2012-12-01,Musim Semi,1,12,Bukan Hari Libur,Jumat,Hari Kerja,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,Active,247,1867,2114,Weekend
728,2012-12-01,Musim Semi,1,12,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,Active,644,2451,3095,Weekend
729,2012-12-01,Musim Semi,1,12,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,Active,159,1182,1341,Weekend
730,2012-12-01,Musim Semi,1,12,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,Active,364,1432,1796,Weekend
731,2012-12-01,Musim Semi,1,12,Bukan Hari Libur,Selasa,Hari Kerja,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,Active,439,2290,2729,Weekend
